id,Province,District,GON_Division,Category,Institute_Name,Address,tel,x,y,institute_code,Ownership,TypeOfInstitutes,office,TypeOfServicesCurative,TypeOfServicesPreventive,CDate
2892,North Central,Anuradhapura,372-Thuppitiyawa,Clinic,Bandaragama,"Clinic centre, Thanthirimale Road, Thuppitiyawa",,8.49160476,80.26592568,PAN0001339.01.120,,Clinic centre,null,,,null
2893,North Central,Anuradhapura,286-Elayapaththuawa,Clinic,Elayapaththuwa,"Clinic centre, Elayapaththuwa",,8.394212911,80.31224238,PAN0001339.01.121,,Clinic centre,null,,,null
2894,North Central,Anuradhapura,251-Step 2 Part 1,MOH Office,MOH - Nuwaragam Palatha East,"Medical Officer of health, nuwaragam Palatha East",252222278,8.324824213,80.41224824,PAN0002071,,MOH,null,,,null
2895,North Central,Anuradhapura,236-Sucharithagama,Clinic,Unagas wewa,"Clinic centre, Unagaswewa",,8.286940525,80.44224389,PAN0001339.01.130,,Clinic centre,null,,,null
2896,North Central,Anuradhapura,275- Kawarakkulama,Clinic,Kawarakkulama,"Clinic centre, Kawarakkulama",,8.306575972,80.46719103,PAN0001339.01.131,,Clinic centre,null,,,null
2897,North Central,Anuradhapura,260-Shrawasthipura,Clinic,AluthWewa,"Clinic centre, Aluthwewa",,8.281828612,80.36809657,PAN0001339.01.95,,Clinic centre,null,,,null
2898,North Central,Anuradhapura,279-Mahakalattewa,Clinic,Bandi Alankulama,"Clinic centre, Bandi Alankulama",,8.334277449,80.46267436,PAN0001339.01.132,,Clinic centre,null,,,null
2899,North Central,Anuradhapura,270-Thuruwila,Clinic,Thuruwila,"Clinic centre, Thuruwila",,8.235736233,80.427192,PAN0001339.01.96,,Clinic centre,null,,,null
2900,North Central,Anuradhapura,241- Thammannapura,Clinic,Thammannapura,"Clinic centre, Thammannapura",,8.304077787,80.44190803,PAN0001339.01.133,,Clinic centre,null,,,null
2901,North Central,Anuradhapura,Part of step 3 part 3,Clinic,SOS Child village,"Clinic centre, Pubudupura",,8.309074114,80.39876972,PAN0001339.01.134,,Clinic centre,null,,,null
2902,North Central,Anuradhapura,260-Shrawasthipura,Clinic,Shrawasthipura,"Clinic centre, Shrawasthipura",,8.281828612,80.36809657,PAN0001339.01.135,,Clinic centre,null,,,null
2903,North Central,Anuradhapura,271-Hidogama,Clinic,7 Canal,"Clinic centre, 7 Canal",,8.251200467,80.42437862,PAN0001339.01.97,,Clinic centre,null,,,null
2904,North Central,Anuradhapura,2-Padaviya,MOH Office,MOH - Padaviya,"Medical Officer of health, Padaviya",252253103,8.833291069,80.76873867,PAN0002089,,MOH,null,,,null
2905,North Central,Anuradhapura,9-Abhayapura,Clinic,Aliwaguwa,"Clinic centre, Aliwanguwa",,8.908515743,80.80460814,PAN0001339.01.137,,Clinic centre,null,,,null
2906,North Central,Anuradhapura,447-Randenigama,MOH Office,MOH - Rajanganaya,"Medical Officer of health, Rajanaganaya",252567445,8.16529979,80.21387961,PAN0002105,,MOH,null,,,null
2907,North Central,Anuradhapura,458-Veragala,Clinic,Track 13/14,"Clinic centre, Track 13/14",,8.222481343,80.13698889,PAN0001339.01.140,,Clinic centre,null,,,null
2908,North Central,Anuradhapura,455-Tharuna Govipola,Clinic,Track 16/17,"Clinic centre, Track 16/17",,8.208085885,80.10888118,PAN0001339.01.141,,Clinic centre,null,,,null
2909,North Central,Anuradhapura,100-Rambewa,MOH Office,MOH - Rambewa,"Medical Officer of health, Rambewa",255673537,8.44041025,80.50437263,PAN0002113,,MOH,null,,,null
2910,North Central,Anuradhapura,81-Pihibiyagollewa,Clinic,Wewalketiya,"Clinic centre, Pihibiyagollewa",,8.53305721,80.63034139,PAN0001339.01.144,,Clinic centre,null,,,null
2911,North Central,Anuradhapura,81-Pihibiyagollewa,Clinic,Pihimbiyagollewa,"Clinic centre, Pihibiyagollewa",255673537,8.53305721,80.63034139,PAN0001339.01.145,,Clinic centre,null,,,null
2912,North Central,Anuradhapura,97-Kedewa,Clinic,Kendewa,"Clinic centre, Kedewa","-,-",8.486100691,80.59769582,PAN0001339.01.146,,,,false,false,null
2913,North Central,Anuradhapura,102-Ikirigollewa,Clinic,Ikirigollewa,"Clinic centre, Ikirigollewa",,8.46849069,80.51508127,PAN0001339.01.147,,Clinic centre,null,,,null
2914,North Central,Anuradhapura,110-Mahakanadarawa RB yaya 5,Clinic,Sangilikanadarawa,"Clinic centre, Sangilikanadarawa",,8.494609437,80.51189351,PAN0001339.01.148,,Clinic centre,null,,,null
2915,North Central,Anuradhapura,96-Kudagama,Clinic,Mahakanadarawa Right Banck,"Clinic centre, Mahakanadarawa Right Benck",,8.427630627,80.54231922,PAN0001339.01.149,,Clinic centre,null,,,null
2916,North Central,Anuradhapura,583-Mahakanadarawa Left bank yaya 1,Clinic,Mahakanadarawa Track 4/5,"Clinic centre, Mahakanadarawa Track 4/5",,8.390518499,80.52252943,PAN0001339.01.150,,Clinic centre,null,,,null
2917,North Central,Anuradhapura,116-Kadurugasdamana,Clinic,Medagama,"Clinic centre, medagama",,8.473862637,80.43833834,PAN0001339.01.151,,Clinic centre,null,,,null
2918,North Central,Anuradhapura,90-Peenagama,Clinic,Konakumbukwewa,"Clinic centre, Konakumbukwewa",,8.468332075,80.64555762,PAN0001339.01.152,,Clinic centre,null,,,null
2919,North Central,Anuradhapura,105 Kolibendawewa,Clinic,Kolibendawewa,"Clinic centre, Kolibendawewa",,8.477615673,80.41899215,PAN0001339.01.153,,Clinic centre,null,,,null
2920,North Central,Anuradhapura,404-Ihala Talawa,MOH Office,MOH - Thalawa,"Medical Officer of health, Thalawa",252276133,8.243257776,80.35551089,PAN0002121,,MOH,null,,,null
2921,North Central,Anuradhapura,398-Kiralogama,Clinic,Ihalawewa,"Clinic centre, Ihalawewa",,8.180772029,80.38069071,PAN0001339.01.157,,Clinic centre,null,,,null
2922,North Central,Anuradhapura,395-Ihala Halmillewa,Clinic,Ihala Halmillewa,"Clinic centre, Ihala Halmillewa",,8.147689286,80.35913715,PAN0001339.01.158,,Clinic centre,null,,,null
2923,North Central,Anuradhapura,381-Medagama,Clinic,Medagama,"Clinic centre, medagama",,8.13597566,80.43312128,PAN0001339.01.159,,Clinic centre,null,,,null
2924,North Central,Anuradhapura,376-Nallamudawa,Clinic,Mawathawewa,"Clinic centre, Mawathawewa",,8.175031389,80.43847195,PAN0001339.01.160,,Clinic centre,null,,,null
2925,North Central,Anuradhapura,378-Galmaduwa,Clinic,Galmaduwa,"Clinic centre, Galmaduwa",,8.131219768,80.44764326,PAN0001339.01.161,,Clinic centre,null,,,null
2926,North Central,Anuradhapura,418-Thambuttegama,MOH Office,MOH - Thambuttegama,"Medical Officer of health, Thambuttegama",252276932,8.153256504,80.29554826,PAN0002139,,MOH,null,,,null
2927,North Central,Anuradhapura,Kuda Bellankadawala,Clinic,Kudabellankadawala,"Clinic centre, Kudabellankadawala",,8.171908795,80.33248228,PAN0001339.01.170,,Clinic centre,null,,,null
2928,North Central,Anuradhapura,487A-Namalgamuwa,Clinic,Hurigaswewa,"Clinic centre, Hurugaswewa",,8.077389887,80.36756968,PAN0001339.01.171,,Clinic centre,null,,,null
2929,North Central,Anuradhapura,431-Kongollewa,Clinic,Kongollewa,"Clinic centre, Kongollewa",,8.21490821,80.33109642,PAN0001339.01.172,,Clinic centre,null,,,null
2930,North Central,Anuradhapura,417-Thammennewa,Clinic,Sudarshanagama,"Clinic centre, Sudharshanagama",,8.105282052,80.33919811,PAN0001339.01.173,,Clinic centre,null,,,null
2931,North Central,Anuradhapura,421-Nallachchiya,Clinic,Thelhiriyawa,"Clinic centre, Thelhiriyawa",,8.143064152,80.31422574,PAN0001339.01.174,,Clinic centre,null,,,null
2932,North Central,Anuradhapura,433-Kelegama,Clinic,Clinic - Pothiyagama,"Clinic centre, Pothiyagama",,8.203239762,80.29731609,PAN0001339.01.175,,Clinic centre,null,,,null
2933,North Central,Anuradhapura,533-Thirappanegama,MOH Office,MOH - Thirappane,"Medical Officer of health, Thirappane",255670256,8.222531592,80.52112707,PAN0002147,,MOH,null,,,null
2934,North Central,Anuradhapura,546-Kattamurichchana,Clinic,Kattamurichchana,"Clinic centre, Kattamurichchna",,8.190223924,80.58533052,PAN0001339.01.177,,Clinic centre,null,,,null
2935,North Central,Anuradhapura,552-Ethungama South,Clinic,Ethungama,"Clinic centre, Ethungama",,8.214445109,80.55538114,PAN0001339.01.178,,Clinic centre,null,,,null
2936,North Central,Anuradhapura,544-Muriyakadawala,Clinic,Muriyakadawala,"Clinic centre, Muruyakadawala",,8.136931323,80.63442215,PAN0001339.01.179,,Clinic centre,null,,,null
2937,North Central,Anuradhapura,533-Thirappanegama,Clinic,Walagambahuwa,"Clinic centre, Walagambahuwa",,8.222531592,80.52112707,PAN0001339.01.180,,Clinic centre,null,,,null
2938,North Central,Anuradhapura,362-Pemaduwa,MOH Office,MOH - Wilachchiya,"Medical Officer of health, Maha Wilachchiya",,8.49388606,80.18616227,PAN0002154,,MOH,null,,,null
2939,North Central,Anuradhapura,251-Step 2 Part 1,Dental Clinic,Anuradhapura Hospital Dental Clinic,"Adolescent Dental Clinc, MOH office, Anuradhapura","25,222,250,902,522,200,000,000,000,000,000,000,000,000,000,000",8.324802085,80.41218597,PAN0001339.01.1,,,,false,false,null
2940,North Central,Anuradhapura,286-Elayapaththuawa,Dental Clinic,Elayapaththuwa,"Adolescent Dental Clinc, Elayapaththuwa",,8.394451235,80.31241367,PAN0001339.01.2,,ADC,null,,,null
2941,North Central,Anuradhapura,626-Malawa,Dental Clinic,Kekirawa,"Adolescent Dental Clinc, Kikirawa",252264261,8.043338028,80.59578275,PAN0001339.01.3,,,,false,false,null
2942,North Central,Anuradhapura,67-Medawachchiya West,Dental Clinic,Medawachchiya,"Adolescent Dental Clinc, Medawachchiya","252,245,661,252,246,000,000,000,000,000,000,000",8.541022743,80.49157301,PAN0001339.01.4,,,,false,false,null
2943,North Central,Anuradhapura,418-Thambuttegama,Dental Clinic,Tambuttegama,"Adolescent Dental Clinc, Thambuttegama",,8.153256504,80.29554826,PAN0001339.01.5,,ADC,null,,,null
2944,North Central,Anuradhapura,577-Mihintale,Clinic,Mihintale,"Adolescent Dental Clinc, Mihintale","252,266,561,252,267,000,000,000,000",8.359083929,80.51400611,PAN0001339.01.203,,,,false,false,null
2945,North Central,Anuradhapura,209-Kumbukgollewa,Clinic,"Clinic Centre, Wahagahapuwewa","Clinic centre, Wahagahapuwewa",,8.452997754,80.7869333,PAN0001339.01.38,,Other,null,,,null
,,,,,,,,,,,,,,,,
2947,North Central,Anuradhapura,249-Step 2 Part 1,Other Health Institute,Anti Malaria Unit,"RDHS, Anuradhapura",252221926,8.325471045,80.41212436,,,Other Health Institu,null,,,null
2948,Eastern,Ampara,Lahugala,Divisional Hospital,Divisional Hospital - Lahugala,Divisional Hospital Lahugala,063-2051857,6.87795,81.71801,PAP0002287,Provincial Council,,,true,false,2018-08-28 10:40:41
2949,Eastern,Ampara,Lahugala,MOH Office,MOH - Lahugala,"MOH Office, Main Street, Lahugala",063-2051855,6.877978333,81.71846333,PAP0002527,Provincial Council,MOH,,false,true,2018-08-28 01:15:18
2950,Eastern,Ampara,Panama West,Divisional Hospital,Divisional Hospital - Panama,Divisional Hospital Lahugala,063-3632638,6.756124999,81.80443,PAP0002295,Provincial Council,,,true,false,2018-08-28 10:57:03
2951,Eastern,Ampara,Kandahidagama,Clinic,Kandahindagama Clinic,,,6.913959999,81.6376666,PAP0002238.01.46,,Clinic,null,,,null
2952,Eastern,Ampara,Hulanuge,Clinic,Hulanuge Clinic,,,6.914431666,81.663725,PAP0002238.01.47,,Clinic,null,,,null
2953,Eastern,Ampara,Panama West,Clinic,Panama Clinic,,,6.755158,81.80268333,PAP0002238.01.48,,Clinic,null,,,null
2954,Eastern,Ampara,Lahugala,Divisional Hospital,Divisional Hospital Clinic - Lahugala,,063-2051857,6.87795,81.71801,,,Divisional Hospital,null,,,null
2955,Eastern,Ampara,Panama West,Divisional Hospital,Divisional Hospital Clinic - Panama,,063-3632638,6.756124999,81.80443,,,Divisional Hospital,null,,,null
2956,Eastern,Ampara,Mahaoya,MOH Office,MOH Mahaoya,"Medical Officer of Health Office ,Mahaoya",063-2244098,7.530201353,81.35454121,PAP0002535,Provincial Council,MOH,,false,true,2018-08-28 01:28:25
2957,Eastern,Ampara,Mahaoya,Clinic,Mahaoya Clinic Center,"Mahaoya Clinic Center, MOH Office,Mahaoya",-,7.53019624,81.35444759,PAP0002238.01.53,,Clinic,null,,,null
2958,Eastern,Ampara,Iddapola,Clinic,Iddapola & Kakirihena Clinic Center,"Iddapola Clinic Center,Iddapola,Mahaoya",-,7.507840161,81.29625754,PAP0002238.01.54,,Clinic,null,,,null
2959,Eastern,Ampara,Kudaharasgala,Clinic,Kudaharasgala Clinic Center,"Kudaharasgala Cliic Center,Kudaharasgala,Mahaoya",-,7.482748299,81.3287179,PAP0002238.01.55,,Clinic,null,,,null
2960,Eastern,Ampara,Warapitiya,Clinic,Warapitiya Clinic Center,"Warapitiya Clinic Center,Warapitiya,Mahaoya",-,7.411258124,81.33094867,PAP0002238.01.56,,Clinic,null,,,null
2961,Eastern,Ampara,Nilloba,Clinic,Nilloba Clinic Center,"Nilloba Clinic Center, Nilloba,Mahaoya",-,7.498101033,81.37764777,PAP0002238.01.57,,Clinic,null,,,null
2962,Eastern,Ampara,Pollabadda,Clinic,Pollabadda Clinic Center,"Pollabadda Clinic Center,Pollabadda,Mahaoya",-,7.482541998,81.38398448,PAP0002238.01.58,,Clinic,null,,,null
2963,Eastern,Ampara,Samagipura,Clinic,Samagipura & Abelanda Clinic Center,"Multipurpose Building,Samagipura,Mahaoya",-,7.543755887,81.38023758,PAP0002238.01.59,,Clinic,null,,,null
2964,Eastern,Ampara,Borapola,Clinic,Borapola Clinic Center,"Borapola Clinic Center,Piyasaragama,Aranthalawa,Mahaoya",-,7.532005868,81.43149282,PAP0002238.01.60,,Clinic,null,,,null
2965,Eastern,Ampara,Unuwathura Bubula,Clinic,Unuwathura Bubula Clinic Center,"Unuwathura Bubula Clinic Center, Unuwathura Bubula,Mahaoya",-,7.569395625,81.35006583,PAP0002238.01.61,,Clinic,null,,,null
2966,Eastern,Ampara,Pulawala,Clinic,Pulawala Clinic Center,"Pulawala Clinic Center,Pulawala,Mahaoya",-,7.576683999,81.42164311,PAP0002238.01.62,,Clinic,null,,,null
2967,Eastern,Ampara,Aranthalawa,Other Health Institute,Ayurvedic Central Dispensary,"Ayurvedic Central Dispencery,Piyasaragama,Aranthalawa,Mahaoya",-,7.536796359,81.40798349,,,Other Health Institu,null,,,null
2968,Eastern,Ampara,Tampitiya,PMCU,PMCU - Tampitiya,"Primary Medical Care Unit,Tampitiya,Mahaoya",-,7.600801012,81.42908285,PAP0002469,Provincial Council,Primary Medical Care,,true,false,2018-08-29 09:14:08
2969,Eastern,Ampara,Mahaoya,Base Hospital,Base Hospital - Mahaoya,"Distric Base Hospital, Mahaoya",063-2244061,7.530772369,81.35523999,PAP0002253,Provincial Council,,,true,false,2018-08-27 03:39:13
3214,Western,Colombo,,Clinic,Molpe Clinic,,,6.794544049,79.90071293,PCB0003988.01.106,,Clinic,null,,,null
3215,Western,Colombo,,Clinic,Willorawatt Clinic,,,6.785494527,79.90424951,PCB0003988.01.107,,Clinic,null,,,null
3216,Western,Colombo,,Clinic,Indibedda Clinic,,,6.779042012,79.90373184,PCB0003988.01.108,,Clinic,null,,,null
3217,Western,Colombo,,Clinic,Moratumulla Clinic,,,6.787337079,79.89290016,PCB0003988.01.109,,Clinic,null,,,null
3218,Western,Colombo,,Clinic,Koralawella CD Clinic,"KOralawella,Moratuwa.",,6.75667658,79.89063109,PCB0003988.01.110,Provincial Council,11,RDHS,true,true,2018-08-01 02:48:39
3219,Western,Colombo,,Clinic,Koralawella 13 post Clinic,,,6.759512261,79.88917801,PCB0003988.01.111,,Clinic,null,,,null
3220,Western,Colombo,,Clinic,Modara Clinic,,,6.723028477,79.90038268,PCB0003988.01.112,,Clinic,null,,,null
3221,Western,Colombo,,Clinic,Egoda Udana Station Clinic,No Official as there is no MOH office yet. Functioning at MOH/Moratuwa office permises.,0112645483,6.740571046,79.89294542,PCB0003988.01.113,Provincial Council,12,RDHS,false,true,2018-07-31 03:50:09
3222,Western,Colombo,,Clinic,Murawatta Clinic,,,6.770451106,79.8816125,PCB0003988.01.114,,Clinic,null,,,null
3223,Western,Colombo,,Clinic,Moratuwa MC Clinic,,,6.777722575,79.88396404,PCB0003988.01.115,,Clinic,null,,,null
3224,Western,Colombo,,Clinic,Lunawa Hospital Clinic,,,6.784381913,79.87766756,PCB0003988.01.116,,Clinic,null,,,null
3225,Western,Colombo,,Divisional Hospital,Lunawa Hospital,"Divisional Hospital,Lunawa,Moratuwa",0112645231,6.784381913,79.87766756,,Provincial Council,3,,false,false,2018-08-24 03:45:19
3226,Western,Colombo,,Clinic,Moratuwa MOH Clinic,,,6.788233146,79.88371443,PCB0003988.01.117,,Clinic,null,,,null
3227,Western,Colombo,,MOH Office,Moratuwa MOH Office,,,6.788233146,79.88371443,PCB0004531,,MOH,null,,,null
3228,Western,Colombo,,Clinic,Telawala Clinic,,,6.806429084,79.89620732,PCB0003988.01.118,,Clinic,null,,,null
3229,Western,Colombo,,Clinic,Laxapathiya Clinic,,,6.79594873,79.87618983,PCB0003988.01.119,,Clinic,null,,,null
3230,Western,Colombo,,Clinic,Angulana Kaldemulla Clinic,,,6.798703987,79.87537108,PCB0003988.01.120,,Clinic,null,,,null
3231,Western,Colombo,,Clinic,Soyza Pura Clinic,,,6.80415344,79.88357085,PCB0003988.01.121,,Clinic,null,,,null
3232,Western,Colombo,,Clinic,Borupana Clinic,,,6.814260967,79.89989393,PCB0003988.01.122,,Clinic,null,,,null
3233,Western,Colombo,,Clinic,Werahera Clinic,,,6.833383231,79.90563411,PCB0003988.01.7,,Clinic,null,,,null
3234,Western,Colombo,,MOH Office,Boralasgamuwa MOH Office,"MOH Office,Boralesgamuwa.",0112519374,6.833405569,79.90566747,PCB0004440,Provincial Council,12,,false,true,2018-08-24 03:00:07
3235,Western,Colombo,,Clinic,Boralasgamuwa CD Clinic,,,6.840455965,79.89960853,PCB0003988.01.8,,Clinic,null,,,null
3236,Western,Colombo,,PMCU,Central Dispensary - Boralasgamuwa,"Govt Central Dispensary,Dehiwala Rd,Borelasgamuwa.",0112057035,6.840455965,79.89960853,,Provincial Council,11,,false,false,2018-08-24 12:08:57
3237,Western,Colombo,,Clinic,Diulpitiya Clinic,,,6.84993485,79.88962241,PCB0003988.01.9,,Clinic,null,,,null
3238,Western,Colombo,,Clinic,Atthidiya Clinic,,,6.836778279,79.88578853,PCB0003988.01.151,,Clinic,null,,,null
3239,Western,Colombo,,Clinic,Kothalawalapura Clinic,,,6.815223251,79.87359135,PCB0003988.01.152,,Clinic,null,,,null
3240,Western,Colombo,,Clinic,Rathmalana MOH Clinic,,,6.827028282,79.87822571,PCB0003988.01.153,,Clinic,null,,,null
3241,Western,Colombo,,MOH Office,Rathmalana MOH Office,"No:33A,Araliya mawatha,Sirimal Uyana,Rathmalana.",0112723371,6.827028282,79.87822571,PCB0004580,Provincial Council,,,false,true,2018-08-22 11:42:18
3242,Western,Colombo,,Clinic,Wallawwatta Clinic,,,6.820023148,79.86672104,PCB0003988.01.154,,Clinic,null,,,null
3243,Western,Colombo,,Clinic,Rathmalana Clinic,,,6.824333207,79.87211756,PCB0003988.01.155,,Clinic,null,,,null
3244,Western,Colombo,,Clinic,Mount levenia Clinic,,,6.834309348,79.86726419,PCB0003988.01.156,,Clinic,null,,,null
3245,Western,Colombo,,Clinic,Badowita Clinic,,,6.838621292,79.87598657,PCB0003988.01.157,,Clinic,null,,,null
3246,Western,Colombo,0,Clinic,Mihindu Mawatha Clinic,,,6.845818539,79.86792075,PCB0003988.01.158,,Clinic,null,,,null
3247,Western,Colombo,,Clinic,Gorakapitiya Clinic,,,6.81201512,79.9434567,PCB0003988.01.134,,Clinic,null,,,null
3248,Western,Colombo,,Clinic,Palanwatta Clinic,,,6.826835666,79.95005057,PCB0003988.01.135,,Clinic,null,,,null
3249,Western,Colombo,,Clinic,Arawwala Clinic,,,6.841879128,79.94757825,PCB0003988.01.136,,Clinic,null,,,null
3250,Western,Colombo,,Clinic,Kesbewa Clinic,,,6.796973124,79.93999832,PCB0003988.01.137,,Clinic,null,,,null
3251,Western,Colombo,,Clinic,SOS Clinic,,,6.782522681,79.9490149,PCB0003988.01.138,,Clinic,null,,,null
3252,Western,Colombo,,Clinic,Jaburaliya Clinic,,,6.762449155,79.93740655,PCB0003988.01.139,,Clinic,null,,,null
3253,Western,Colombo,,Clinic,Dampe Clinic,,,6.772817778,79.91777471,PCB0003988.01.140,,Clinic,null,,,null
3254,Western,Colombo,,Clinic,Deltara Clinic,,,6.782360324,79.91186748,PCB0003988.01.141,,Clinic,null,,,null
3255,Western,Colombo,,Clinic,Hedigama Clinic,,,6.787791336,79.91510332,PCB0003988.01.142,,Clinic,null,,,null
3256,Western,Colombo,,Clinic,Piliyandala Moh Clinic,,,6.803986891,79.92244,PCB0003988.01.143,,Clinic,null,,,null
3257,Western,Colombo,,MOH Office,Piliyandala Moh Office,"Office of the Medical Officer of Health Bokundara ,Pilyandala.","0112708553,0112614489",6.803958602,79.92229742,PCB0004564,Provincial Council,12,,false,true,2018-08-01 04:44:19
3258,Western,Colombo,,Divisional Hospital,Piliyandala hospital,"Divisional Hospital,Piliyandala.",0112614264,6.803853954,79.92274912,PCB0004051,Provincial Council,3,,true,false,2018-08-21 03:41:23
3259,Western,Colombo,,Clinic,Piliyandala hospital Clinic,,,6.803853954,79.92274912,PCB0003988.01.144,,Clinic,null,,,null
3260,Western,Colombo,,Other Health Institute,Royal College Health Centre,,,6.904264083,79.85987437,PCB0004671,,Other Health Institu,null,,,null
3261,Western,Colombo,,Other Health Institute,Hindu college Health Centre,,,6.883632699,79.86177254,PCB0004630,,Other Health Institu,null,,,null
3262,Western,Colombo,,Other Health Institute,St peters Health Centre,,,6.881070058,79.86045163,PCB0004705,,Other Health Institu,null,,,null
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3266,Western,Colombo,,Other Health Institute,Devi balika Health Centre,,,6.910591498,79.8820212,PCB0004614,,Other Health Institu,null,,,null
,,,,,,,,,,,,,,,,
3268,Western,Colombo,,Other Health Institute,Pannipitiya Dharmapala Health Centre,"No 146,OldRoad,Pannipitya.",0724191146,6.844540006,79.95467093,,Provincial Council,11,,true,true,2018-08-24 12:35:10
3269,Western,Colombo,,Other Health Institute,National Drug Quality Assuarece,,,6.920217024,79.86620011,LCB0000356,,Other Health Institu,null,,,null
,,,,,,,,,,,,,,,,
3271,Western,Colombo,,Other Health Institute,Pliyandala Central College Health Centre,,,6.799871838,79.92205434,PCB0004663,,Other Health Institu,null,,,null
3272,Western,Colombo,,Clinic,Batakettara Clinic,,,6.783913323,79.9224234,PCB0003988.01.145,,Clinic,null,,,null
3273,Western,Colombo,,Clinic,Kahapola Clinic,,,6.757644983,79.93236216,PCB0003988.01.146,,Clinic,null,,,null
3274,Western,Colombo,,PMCU,Central Dispensary - Rathmalana,CGR Workshop Rahmalana,"011-2633712,011-2633714",6.81407359,79.87728082,,Provincial Council,Central Dispensary,,true,false,2018-08-24 12:42:51
3275,Western,Colombo,,Other Health Institute,Cancer Control Programme,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3276,Western,Colombo,,Other Health Institute,School Health Office,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3277,Western,Colombo,,Other Health Institute,Public Health Veterinary Services,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3278,Western,Colombo,,Other Health Institute,Anti Malaria Campaign,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3279,Western,Colombo,,Other Health Institute,Nutrition Division,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3280,Western,Colombo,,Other Health Institute,TB Control Programme,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3281,Western,Colombo,,Other Health Institute,Anti Filariasis Campaign,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3282,Western,Colombo,,Other Health Institute,Nutrition Coordination Division,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3283,Western,Colombo,,Other Health Institute,Dengue Control Unit,,,6.890772781,79.87718794,,,Other Health Institu,null,,,null
3284,Western,Colombo,,Base Hospital,Avissawella Hospital,"Base Hospital, Avissawella","0362222261,0362222262",6.956281204,80.20709969,PCB0003996,Provincial Council,2,,true,false,2018-08-24 03:48:12
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3288,Western,Colombo,,Clinic,Estate Clinic,,,6.954387384,80.20387607,PCB0003988.01.31,,Clinic,null,,,null
3289,Western,Colombo,,Clinic,Ukwaththa Clinic,,,6.954387384,80.20387607,PCB0003988.01.32,,Clinic,null,,,null
3290,Western,Colombo,,Clinic,Kotahera Clinic,,,6.954387384,80.20387607,PCB0003988.01.33,,Clinic,null,,,null
3291,Western,Colombo,,Clinic,Puwakpitiya Clinic,,,6.954387384,80.20387607,PCB0003988.01.34,,Clinic,null,,,null
3292,Western,Colombo,,Clinic,Miriswaththa Clinic,,,6.954387384,80.20387607,PCB0003988.01.35,,Clinic,null,,,null
3293,Western,Colombo,,Clinic,Ilukowita Clinic,,,6.891258712,80.17301282,PCB0003988.01.36,,Clinic,null,,,null
3294,Western,Colombo,,Clinic,Welikanna Clinic,,,6.893604302,80.13894888,PCB0003988.01.37,,Clinic,null,,,null
3295,Western,Colombo,,Clinic,Kahahena Clinic,,,6.900602701,80.12804639,PCB0003988.01.38,,Clinic,null,,,null
3296,Western,Colombo,,Clinic,Kadugoda Clinic,,,6.925474334,80.14237067,PCB0003988.01.39,,Clinic,null,,,null
3297,Western,Colombo,,Clinic,Eswatta Clinic,,,6.96365829,80.17117062,PCB0003988.01.40,,Clinic,null,,,null
3298,Western,Colombo,,Clinic,Aluthambalama Clinic,,,6.940216706,80.15294741,PCB0003988.01.41,,Clinic,null,,,null
3299,Western,Colombo,,MOH Office,MOH Office Hanwella,"MOH Hanwella,AluthAmbalama,Kosgama.",0362253502,6.940216706,80.15294741,PCB0004473,Provincial Council,,,false,true,2018-08-24 02:59:21
3300,Western,Colombo,,Clinic,Pahala Kosgama Clinic,,,6.939823378,80.13431777,PCB0003988.01.42,,Clinic,null,,,null
3301,Western,Colombo,,Divisional Hospital,Kosgama Hospital,,,6.941328694,80.12522469,PCB0004093,Provincial Council,,,true,false,2018-08-23 01:03:54
3302,Western,Colombo,,Clinic,Kosgama Clinic,,,6.941328694,80.12522469,PCB0003988.01.43,,Clinic,null,,,null
3303,Western,Colombo,,Clinic,Niripola Clinic,,,6.90541445,80.10607656,PCB0003988.01.44,,Clinic,null,,,null
3304,Western,Colombo,,Clinic,Hanwella Clinic,,,6.89728148,80.088395,PCB0003988.01.45,,Clinic,null,,,null
3305,Western,Colombo,,PMCU,Central Dispensery - Hanwella,,,6.89728148,80.088395,,Provincial Council,,,false,false,2018-08-22 11:36:24
3306,Western,Colombo,,Clinic,Thunnana Clinic,,,6.883385137,80.08485369,PCB0003988.01.46,,Clinic,null,,,null
,,,,,,,,,,,,,,,,
3308,Western,Colombo,,MOH Office,Padukka MOH Office,"Horana Road,Padukka.",0112859097,6.839644633,80.09348602,PCB0004556,Provincial Council,12,,false,true,2018-08-24 11:36:09
3309,Western,Colombo,,Clinic,Malagala Clinic,,,6.789237658,80.10926432,PCB0003988.01.95,,Clinic,null,,,null
3310,Western,Colombo,,Clinic,Pitumpe Clinic,,,6.854151906,80.10214854,PCB0003988.01.96,,Clinic,null,,,null
